agg_rank	source_line	sum_score	max_score	num_suites	R0_score	R0_rank	R1_score	R1_rank	E0_score	E0_rank	E1_score	E1_rank	methods	jimple_samples
388	106	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack7 = virtualinvoke str.<java.lang.String: int length()>() | if $stack7 != 2 goto $stack8 = virtualinvoke str.<java.lang.String: int length()
389	115	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack8 = virtualinvoke str.<java.lang.String: int length()>() | if $stack8 != 3 goto $stack9 = virtualinvoke str.<java.lang.String: int length()
390	125	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack9 = virtualinvoke str.<java.lang.String: int length()>() | if $stack9 != 4 goto $stack10 = virtualinvoke str.<java.lang.String: int length(
391	99	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch0 = virtualinvoke str.<java.lang.String: char charAt(int)>(0)
392	107	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch0 = virtualinvoke str.<java.lang.String: char charAt(int)>(0)
393	116	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch0 = virtualinvoke str.<java.lang.String: char charAt(int)>(0)
394	126	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch0 = virtualinvoke str.<java.lang.String: char charAt(int)>(0)
395	134	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch0 = virtualinvoke str.<java.lang.String: char charAt(int)>(0)
396	108	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch1 = virtualinvoke str.<java.lang.String: char charAt(int)>(1)
397	117	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch1 = virtualinvoke str.<java.lang.String: char charAt(int)>(1)
398	127	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch1 = virtualinvoke str.<java.lang.String: char charAt(int)>(1)
399	135	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch1 = virtualinvoke str.<java.lang.String: char charAt(int)>(1)
400	118	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch2 = virtualinvoke str.<java.lang.String: char charAt(int)>(2)
401	128	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch2 = virtualinvoke str.<java.lang.String: char charAt(int)>(2)
402	136	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch2 = virtualinvoke str.<java.lang.String: char charAt(int)>(2)
403	129	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch3 = virtualinvoke str.<java.lang.String: char charAt(int)>(3)
404	137	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch3 = virtualinvoke str.<java.lang.String: char charAt(int)>(3)
405	138	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	ch4 = virtualinvoke str.<java.lang.String: char charAt(int)>(4)
406	103	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 70 goto return null | if ch0 == 102 goto $stack64 = <java.lang.Boolean: java.lang.Boolean FALSE> | if ch0 == 110 goto $stack64 = <java.lang.Boolean: java.lang.Boolean FALSE>
407	139	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 70 goto return null | if ch0 == 102 goto (branch) | if ch1 != 65 goto return null
408	109	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 78 goto (branch) | if ch0 == 110 goto (branch) | if ch1 != 79 goto (branch)
409	119	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 79 goto (branch) | if ch0 == 111 goto (branch) | if ch1 != 70 goto (branch)
410	112	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 79 goto return null | if ch0 == 111 goto (branch) | if ch1 != 78 goto return null
411	100	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 84 goto (branch) | if ch0 == 116 goto $stack63 = <java.lang.Boolean: java.lang.Boolean TRUE> | if ch0 == 121 goto $stack63 = <java.lang.Boolean: java.lang.Boolean TRUE>
412	130	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 84 goto return null | if ch0 == 116 goto (branch) | if ch1 != 82 goto return null
413	122	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if ch0 != 89 goto return null | if ch0 == 121 goto (branch) | if ch1 != 69 goto return null
414	95	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if str != null goto $stack6 = virtualinvoke str.<java.lang.String: int length()>
415	96	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	return null
416	143	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	return null
417	163	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack12 = <java.lang.Boolean: java.lang.Boolean FALSE> | if falseString != null goto $stack4 = virtualinvoke str.<java.lang.String: boole | return $stack12
418	162	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack13 = <java.lang.Boolean: java.lang.Boolean TRUE> | if trueString != null goto (branch) | return $stack13
419	165	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack4 = virtualinvoke str.<java.lang.String: boolean equals(java.lang.Object)> | $stack9 = <java.lang.Boolean: java.lang.Boolean TRUE> | if $stack4 == 0 goto $stack5 = virtualinvoke str.<java.lang.String: boolean equa
420	166	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack5 = virtualinvoke str.<java.lang.String: boolean equals(java.lang.Object)> | $stack8 = <java.lang.Boolean: java.lang.Boolean FALSE> | if $stack5 == 0 goto $stack6 = virtualinvoke str.<java.lang.String: boolean equa
421	167	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack6 = virtualinvoke str.<java.lang.String: boolean equals(java.lang.Object)> | if $stack6 == 0 goto $stack7 = new java.lang.IllegalArgumentException | return null
422	168	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	$stack7 = new java.lang.IllegalArgumentException | specialinvoke $stack7.<java.lang.IllegalArgumentException: void <init>()>() | throw $stack7
423	161	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if nullString != null goto (branch) | return null
424	160	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Boolean strToBoolean	if str != null goto $stack4 = virtualinvoke str.<java.lang.String: boolean equal
425	253	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack10 = virtualinvoke val.<java.lang.String: int length()>() | $stack107 = virtualinvoke val.<java.lang.String: char charAt(int)>(0) | $stack108 = staticinvoke <java.lang.Character: boolean isDigit(char)>($stack107)
426	268	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack100 = decPos + 1 | dec = virtualinvoke val.<java.lang.String: java.lang.String substring(int)>($sta | if expPos <= -1 goto $stack100 = decPos + 1
427	272	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack103 = decPos + 1 | dec = virtualinvoke val.<java.lang.String: java.lang.String substring(int,int)>(
428	270	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack105 = new java.lang.NumberFormatException | specialinvoke $stack105.<java.lang.NumberFormatException: void <init>(java.lang. | throw $stack105
429	256	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack11 = virtualinvoke val.<java.lang.String: boolean startsWith(java.lang.Str | if $stack11 == 0 goto $stack12 = virtualinvoke val.<java.lang.String: boolean st
430	259	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack12 = virtualinvoke val.<java.lang.String: boolean startsWith(java.lang.Str | $stack14 = virtualinvoke val.<java.lang.String: boolean startsWith(java.lang.Str | if $stack12 != 0 goto $stack13 = staticinvoke <java.lang.Integer: java.lang.Inte
431	260	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack13 = staticinvoke <java.lang.Integer: java.lang.Integer decode(java.lang.S | return $stack13
432	262	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack15 = virtualinvoke val.<java.lang.String: int length()>() | $stack16 = $stack15 - 1 | lastChar = virtualinvoke val.<java.lang.String: char charAt(int)>($stack16)
433	266	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack19 = virtualinvoke val.<java.lang.String: int indexOf(int)>(101) | $stack20 = virtualinvoke val.<java.lang.String: int indexOf(int)>(69) | $stack21 = $stack19 + $stack20
434	275	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack22 = staticinvoke <java.lang.Character: boolean isDigit(char)>(lastChar) | if $stack22 != 0 goto (branch)
435	316	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack23 = new java.math.BigDecimal | numeric#39 = $stack23 | specialinvoke $stack23.<java.math.BigDecimal: void <init>(java.lang.String)>(val
436	317	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack24 = virtualinvoke numeric#39.<java.math.BigDecimal: float floatValue()>() | $stack25 = (double) $stack24 | $stack26 = staticinvoke <java.math.BigDecimal: java.math.BigDecimal valueOf(doub
437	319	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack27 = virtualinvoke numeric#39.<java.math.BigDecimal: double doubleValue()> | $stack28 = staticinvoke <java.math.BigDecimal: java.math.BigDecimal valueOf(doub | if numeric#39 != $stack28 goto return numeric#39
438	320	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack29 = virtualinvoke numeric#39.<java.math.BigDecimal: double doubleValue()> | $stack30 = staticinvoke <java.lang.Double: java.lang.Double valueOf(double)>($st | return $stack30
439	318	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack31 = virtualinvoke numeric#39.<java.math.BigDecimal: float floatValue()>() | $stack32 = staticinvoke <java.lang.Float: java.lang.Float valueOf(float)>($stack | return $stack32
440	308	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack36 = new java.math.BigInteger | numeric#38 = $stack36 | specialinvoke $stack36.<java.math.BigInteger: void <init>(java.lang.String)>(val
441	309	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack37 = virtualinvoke numeric#38.<java.math.BigInteger: int intValue()>() | $stack38 = (long) $stack37 | $stack39 = staticinvoke <java.math.BigInteger: java.math.BigInteger valueOf(long
442	311	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack40 = virtualinvoke numeric#38.<java.math.BigInteger: long longValue()>() | $stack41 = staticinvoke <java.math.BigInteger: java.math.BigInteger valueOf(long | if numeric#38 != $stack41 goto return numeric#38
443	312	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack42 = virtualinvoke numeric#38.<java.math.BigInteger: long longValue()>() | $stack43 = staticinvoke <java.lang.Long: java.lang.Long valueOf(long)>($stack42) | return $stack43
444	310	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack44 = virtualinvoke numeric#38.<java.math.BigInteger: int intValue()>() | $stack45 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($sta | return $stack45
445	302	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack46 = virtualinvoke val.<java.lang.String: int length()>() | $stack47 = $stack46 - 1 | if expPos <= -1 goto exp = null
446	303	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack50 = expPos + 1 | exp = virtualinvoke val.<java.lang.String: java.lang.String substring(int)>($sta
447	279	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack53 = virtualinvoke val.<java.lang.String: int length()>() | $stack54 = $stack53 - 1 | numeric = virtualinvoke val.<java.lang.String: java.lang.String substring(int,in
448	290	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack56 = new java.lang.NumberFormatException | specialinvoke $stack56.<java.lang.NumberFormatException: void <init>(java.lang.S | throw $stack56
449	282	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack58 = virtualinvoke numeric.<java.lang.String: char charAt(int)>(0) | $stack59 = staticinvoke <comp5111.assignment.cut.Subject$StringAlgorithms: boole | $stack70 = virtualinvoke numeric.<java.lang.String: java.lang.String substring(i
450	283	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack60 = new java.math.BigInteger | res = $stack60 | specialinvoke $stack60.<java.math.BigInteger: void <init>(java.lang.String)>(num
451	284	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack61 = virtualinvoke res.<java.math.BigInteger: int intValue()>() | $stack62 = (long) $stack61 | $stack63 = staticinvoke <java.math.BigInteger: java.math.BigInteger valueOf(long
452	286	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack64 = virtualinvoke res.<java.math.BigInteger: long longValue()>() | $stack65 = staticinvoke <java.math.BigInteger: java.math.BigInteger valueOf(long | if res != $stack65 goto return res
453	287	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack66 = virtualinvoke res.<java.math.BigInteger: long longValue()>() | $stack67 = staticinvoke <java.lang.Long: java.lang.Long valueOf(long)>($stack66) | return $stack67
454	285	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack68 = virtualinvoke res.<java.math.BigInteger: int intValue()>() | $stack69 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($sta | return $stack69
455	292	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack76 = staticinvoke <java.lang.Float: java.lang.Float valueOf(java.lang.Stri | return $stack76
456	294	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack77 = new java.math.BigDecimal | res#34 = $stack77 | specialinvoke $stack77.<java.math.BigDecimal: void <init>(java.lang.String)>(num
457	295	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack78 = virtualinvoke res#34.<java.math.BigDecimal: double doubleValue()>() | $stack79 = staticinvoke <java.math.BigDecimal: java.math.BigDecimal valueOf(doub | if res#34 != $stack79 goto return res#34
458	296	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack80 = virtualinvoke res#34.<java.math.BigDecimal: double doubleValue()>() | $stack81 = staticinvoke <java.lang.Double: java.lang.Double valueOf(double)>($st | return $stack81
459	299	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack82 = new java.lang.NumberFormatException | specialinvoke $stack82.<java.lang.NumberFormatException: void <init>(java.lang.S | throw $stack82
460	276	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack88 = virtualinvoke val.<java.lang.String: int length()>() | $stack89 = $stack88 - 1 | exp = null
461	277	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	$stack96 = expPos + 1 | $stack97 = virtualinvoke val.<java.lang.String: int length()>() | $stack98 = $stack97 - 1
462	267	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	dec = null | if decPos <= -1 goto dec = null
463	265	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	decPos = virtualinvoke val.<java.lang.String: int indexOf(int)>(46)
464	305	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	exp = null
465	273	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	goto [?= $stack22 = staticinvoke <java.lang.Character: boolean isDigit(char)>(la
466	274	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	goto [?= $stack22 = staticinvoke <java.lang.Character: boolean isDigit(char)>(la
467	278	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	goto [?= $stack53 = virtualinvoke val.<java.lang.String: int length()>()]
468	304	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	goto [?= (branch)]
469	306	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	if dec != null goto $stack23 = new java.math.BigDecimal | if exp != null goto $stack23 = new java.math.BigDecimal
470	269	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	if expPos >= decPos goto $stack103 = decPos + 1
471	293	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	if lastChar != 68 goto $stack82 = new java.lang.NumberFormatException | if lastChar == 100 goto $stack77 = new java.math.BigDecimal
472	291	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	if lastChar != 70 goto (branch) | if lastChar == 102 goto $stack76 = staticinvoke <java.lang.Float: java.lang.Floa
473	281	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	if lastChar != 76 goto (branch) | if lastChar == 108 goto (branch)
474	254	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	return null
475	257	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	return null
476	313	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	return numeric#38
477	321	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	return numeric#39
478	288	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	return res
479	297	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.Number parseNumber	return res#34
480	404	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	$stack12 = virtualinvoke sb.<java.lang.StringBuilder: java.lang.String toString( | return $stack12
481	397	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	$stack6 = virtualinvoke str.<java.lang.String: int length()>() | pad = length - $stack6
482	400	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	$stack7 = new java.lang.StringBuilder | sb = $stack7 | specialinvoke $stack7.<java.lang.StringBuilder: void <init>()>()
483	401	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	goto [?= (branch)] | i = 0 | i = i + 1
484	398	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	if pad > 0 goto $stack7 = new java.lang.StringBuilder
485	395	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	if str != null goto $stack6 = virtualinvoke str.<java.lang.String: int length()>
486	399	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	return str
487	396	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	"str = """""
488	402	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(char)>
489	403	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padLeft	virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(java.l
490	425	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	$stack11 = virtualinvoke sb.<java.lang.StringBuilder: java.lang.String toString( | return $stack11
491	419	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	$stack6 = virtualinvoke str.<java.lang.String: int length()>() | pad = length - $stack6
492	422	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	$stack7 = new java.lang.StringBuilder | sb = $stack7 | specialinvoke $stack7.<java.lang.StringBuilder: void <init>(java.lang.String)>(s
493	423	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	goto [?= (branch)] | i = 0 | i = i + 1
494	420	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	if pad > 0 goto $stack7 = new java.lang.StringBuilder
495	417	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	if str != null goto $stack6 = virtualinvoke str.<java.lang.String: int length()>
496	421	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	return str
497	418	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	"str = """""
498	424	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String padRight	virtualinvoke sb.<java.lang.StringBuilder: java.lang.StringBuilder append(char)>
499	49	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	$stack10 = null | $stack10 = virtualinvoke element.<java.lang.String: java.lang.String trim()>() | $stack11 = i
500	44	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	$stack4 = newarray (java.lang.String)[0] | return $stack4
501	43	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	$stack5 = lengthof array | if $stack5 != 0 goto $stack6 = lengthof array | if array == null goto $stack4 = newarray (java.lang.String)[0]
502	46	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	$stack6 = lengthof array | result = newarray (java.lang.String)[$stack6]
503	47	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	$stack7 = lengthof array | goto [?= $stack7 = lengthof array] | i = 0
504	48	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	element = array[i]
505	51	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		java.lang.String[] trimArrayElements	return result
506	9	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void <init>	return | specialinvoke this.<java.lang.Object: void <init>()>()
507	80	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void enlarge	$stack6 = lengthof data | doubleCapacity = 2 * $stack6
508	82	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void enlarge	$stack7 = doubleCapacity | $stack7 = minimalCapacity | goto [?= newData = newarray (byte)[$stack7]]
509	83	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void enlarge	data#3 = newData | staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Ob
510	81	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void enlarge	minimalCapacity = length + size
511	84	0.0000000000	0.0000000000	0	0.0000000000		0.0000000000		0.0000000000		0.0000000000		void enlarge	return
